uuid	lineage	susceptibility	genotype
532c55d1-f8bd-4f8a-a99a-956de4feff69	8	SSSSSSSSRSSS	MSSA:PVL*
ea67684c-2fad-4f10-9562-56d511f63efb	72	SSSSSSSSRSSS	MSSA:PVL*
f7aa58eb-8dd5-4117-810f-73bef4114125	22	SSSSSSSSRSSS	MSSA:PVL-
b841b392-6e8c-47ba-b01d-f80274f5853d	5	SSSSSSSSRSRS	MSSA:PVL*
7c4ad83d-9aee-42ce-ab7d-06b64b7720ad	291	SSSSSSSSRSSS	MSSA:PVL*
42f88d58-c72a-4b05-a3ab-fe0d51be7804	12	SSSSSSSSRSSS	MSSA:PVL*
bc6f55fc-20a2-4782-acf2-527f63574efa	30	SSSSSSSSRSSS	MSSA:PVL-
1f06f7fb-ce13-43eb-af6c-046287998701	20	SSSSSSSSRSSS	MSSA:PVL*
b9e8b2b0-dbf0-4247-bfa9-88304ce213e0	8	SSSSSSSSRSSS	MSSA:PVL*
bbd3fad4-364f-47b1-8a08-1d0623a2af04	30	SSSSSSSSRSSS	MSSA:PVL-
282e0113-1b69-46ed-8b47-29f2a5e8a44e	8	SSRSSSSRRSRS	MSSA:PVL+
23f20693-3fb6-4c61-9369-fec83f11c8b0	30	RSSSSSSSRSRS	MSSA:PVL-
f7ffbe71-d171-4b7d-8917-e397ff879533	12	SSSSSSSSSSSS	MSSA:PVL*
fb589b33-c10b-4f24-b79e-0194e9a86559	97	SSSSSSSSSSSS	MSSA:PVL*
a9a8480e-335a-457a-8613-9eca343c68b6	45	SSSSSSSSRSSS	MSSA:PVL-
a057321d-8060-43b1-a068-1023b0529690	15	SSSSSSSSRSSS	MSSA:PVL*
d5a26ec2-0506-479a-9b57-9e06d1444e72	8	RSRSSSSRRSRS	MSSA:PVL*
2d7c8646-f963-47a1-b2c9-e30588f864c6	51	SSSSSSSSRSSS	MSSA:PVL*
95e25f70-e1f1-4768-95be-edd1c6318bae	15	SSSSSSSSRSSS	MSSA:PVL*
95d41334-a224-4d07-9023-8566a1422e76	30	RSSSSSSSRSRS	MSSA:PVL-
36b9c622-412b-4816-9d17-3055072b877a	30	RSSSSSSSRSRS	MSSA:PVL-
d96e3d96-bb06-4dbf-bf08-54c9ce573baf	8	SSSSSSSSRSSS	MSSA:PVL*
448d40b2-666e-4820-8fa2-88147a038fa2	72	SSSSSSSSRSSS	MSSA:PVL*
67c04802-0e62-447b-9b50-e2190baad4b1	5	RSRSSSSSRRRS	MRSA:PVL*
25650439-07ab-40ba-9364-4e697c29e67d	8	RSSSSSSSRSRS	MSSA:PVL*
87876134-6db5-4dc5-9146-1065ec8e6bc6	97	SSSSSSSSSSSS	MSSA:PVL*
77fc648f-168a-4b56-9093-a117cbf0d080	5	SSSSSSSSSSSS	MSSA:PVL*
3e170dcd-485f-479c-a435-837a0166bd79	8	RSRSRRSSRRRS	MRSA:PVL+
0a9e696a-600f-420f-801f-fa8ab061c227	59	SSSSSSSSSSSS	MSSA:PVL-
5f0c00e5-a1c5-451d-b475-fbff32f2a01a	8	RSSSRSSSSSRS	MSSA:PVL+
c78cde65-7b4e-4294-a54b-15d760a9806b	88	SSSSSSSSRRSS	MRSA:PVL*
9ab14730-a03d-484c-b0ee-b0a2e7aa322f	8	SSSSSSSSRRRS	MRSA:PVL*
4f3a7033-cf95-4033-b589-464a7a1006ff	15	SSSSSSSSRSSS	MSSA:PVL*
16417eea-1002-4780-a7cb-a5102e1810a6	109	RSSSSSSSRSRS	MSSA:PVL-
e90955e8-81f5-48b0-a57c-352cc3c00110	30	SSSSSSSSRSSS	MSSA:PVL-
28fefef5-992f-4595-8880-1056c7ce8000	8	SSSSSSSSSSSS	MSSA:PVL*
a6649006-275e-4fb2-a292-642a96d0ca63	72	SSSSRSSSRSRS	MSSA:PVL*
56b79d5d-f8e1-4919-bd83-c718a40a8a90	87	SSSSSSSSSSSS	MSSA:PVL-
2972f11e-c051-4ad3-b599-1fcf0b7f3fe5	15	SSSSSSSSRSSS	MSSA:PVL*
dddc4783-9c64-47d0-a67c-e90ae3c3a0ba	5	RSRSSSSSRRRS	MRSA:PVL*
48f782c0-e33a-45ae-b27b-11d987ee93c5	5	SSSSSSSSRSSS	MSSA:PVL*
a6b71f59-3922-48e2-b001-82d76d7baa95	15	SSSSSSSSSSSS	MSSA:PVL*
9c207232-8809-4ad4-b2fa-871c68b6e93a	30	SSSSSSSSRSSS	MSSA:PVL-
d84a4679-00b0-491b-9d0f-c9d1530317f0	30	RSSSSSSSRSRS	MSSA:PVL-
51e294d9-bc77-485a-9856-1eb35dab0bfe	398	SSSSRSSSRSSS	MSSA:PVL-
3526991e-3c58-476a-9ee6-ce4aeee90fe5	6	SSSSSSSSRSSS	MSSA:PVL*
a7b67826-9706-437e-9ad5-f38bcfe8f526	45	SSSSSSSSRSSS	MSSA:PVL-
21266f01-9b8c-497f-a445-e9ff2ffc01a9	8	SSSSSSSSRSSS	MSSA:PVL*
bdaa1c40-6b3f-4216-87a8-2735fe7143cf	8	SSRSSSSSRRRS	MRSA:PVL+
15a6a75a-2830-4afd-98b0-6a5d9a1caef4	30	SSSSSSSSRSSS	MSSA:PVL-
b1270efc-0332-4212-ba2d-7fddf4d95ffe	45	SSSSSSSSRRSS	MRSA:PVL-
8c156aeb-a146-4ca9-bf13-8c0256cb6ef0	45	SSSSSSSSSSSS	MSSA:PVL-
87d3e377-5786-4266-9c7d-df4ee12fd06e	12	SSSSSSSSSSSS	MSSA:PVL*
9c0052b4-238f-4824-a4ac-da7bd61193c7	5	SSSSSSSSRSSS	MSSA:PVL*
f070037a-2521-4677-adf0-69cde0598111	15	SSSSSSSSRSSS	MSSA:PVL*
d072abf0-c4b0-45c1-bfc8-32db0104eb88	30	SSSSSSSSRSSS	MSSA:PVL-
23890874-b273-4bd6-937c-c25f6124221b	398	RSSSRSSSRSRS	MSSA:PVL-
924b2c7f-be88-4f0b-b5eb-fd26255cab6b	88	SSSSSSSSRRSS	MRSA:PVL*
77b7e1ad-4c5d-41a4-ae2b-32d3fb2324ec	30	SSSSSSSSRSSS	MSSA:PVL-
c0292a71-09a0-4285-bebe-b9142ac19ae4	50	SSSSSSSSRSSS	MSSA:PVL*
384dee1e-2061-4999-8dbf-a0c61de26aae	8	SSSSSSSSSSSS	MSSA:PVL*
ab6e7037-1e80-4f3c-8293-026a83bac861	1	RSSSRSSSRSRS	MSSA:PVL*
a89892e4-3747-4d4b-a7ae-088fd1943c4d	30	SSSSSSSSRSSS	MSSA:PVL-
d6548b55-2070-40a3-a029-5653fce4a1b3	97	SSSSSSSSSSSS	MSSA:PVL*
4a57590c-7409-4fbb-9db2-25f6f5e10150	59	RSSSSSSSRSRS	MSSA:PVL-
5924fd35-5e01-45b5-8e0a-fe4c16465082	5	SSSSSSSSSSSS	MSSA:PVL*
f8d82adb-65be-4648-b097-e90d7b522199	45	SSSSSSSSRSSS	MSSA:PVL-
20c68417-571e-46ba-a615-01843a3010b6	508	SSSSSSSSRSSS	MSSA:PVL-
0e0ced71-5d69-4927-a588-4c089a03ebb0	30	RSSSSSSSRSRS	MSSA:PVL-
1ab43cf1-810d-4fbe-bf1d-2cf64affd94f	5	SSSSSSSSRSRS	MSSA:PVL*
89b0cbf0-befc-4317-88b8-37127ce5c2cc	12	SSSSSSSSRSSS	MSSA:PVL*
6b567cc1-3cf4-4e56-9e12-0689921e4d1e	97	SSSSSSSSSSSS	MSSA:PVL*
2c37449e-f9ed-486a-b0d9-e5bdede32759	50	SSSSSSSSRSSS	MSSA:PVL*
71032f71-2520-483f-9bdd-f9db035c4c6c	8	SSSSSSSSRSRS	MSSA:PVL+
a2602f2a-b3d7-4c9c-ae04-bb547d3033f3	1842	SSSSSSSSRSSS	MSSA:PVL-
1c87b6e5-0159-479a-808d-bf8e8d6bad5a	8	SSSSSSSSRSSS	MSSA:PVL*
e7129f9b-356a-4e72-a350-902deea4b287	5	SSSSSSSSSSSS	MSSA:PVL*
2b96c7ab-efd3-4d37-8e99-4c639064b57c	30	SSSSSSSSRSSS	MSSA:PVL-
405d2b60-8bec-4ec0-b17e-c3caf589773f	8	RSSSSSSSRSRS	MSSA:PVL*
69be4cdc-69ae-4f75-a5cc-cfa04d5cd7df	1159	SSSSSSSSSSSS	MSSA:PVL*
1c713602-0055-4d01-a847-1aeefb46a1b7	30	SSSSSSSSRSSS	MSSA:PVL-
5e9794b2-c43b-40d1-a473-5f7f7c606bec	188	SSSSSSSSSSSS	MSSA:PVL*
36feb72a-43de-4114-a943-a8cfea6fefa5	20	SSSSSSSSRSSS	MSSA:PVL*
8969d7ae-794e-42f5-a153-98884e841cea	30	SSSSSSSSRSSS	MSSA:PVL-
9f85cb53-9ba7-4b86-828f-eb924c95d4b9	8	SSRSSSSSRSRS	MSSA:PVL*
98e0ab33-6e3d-4dc4-a4a5-15abbfad317d	188	SSSSSSSSRSSS	MSSA:PVL*
adc25bc9-2751-433c-b204-4b66fcbca820	97	SSSSSSSSRSSS	MSSA:PVL*
b8f08f63-cf22-4334-95c0-a56f7801e262	72	RSSSSSSSRSRS	MSSA:PVL*
e8b564b3-06aa-4ae4-92a4-bc9ae7439182	2867	SSSSSSSSSSSS	MSSA:PVL*
50dabc96-efc3-426d-bdb5-17452e45c54e	10	SSSSSSSSSSSS	MSSA:PVL*
c3228886-3fdb-4628-8ef8-ca488cb187e7	59	SSSSSSSSSSSS	MSSA:PVL-
200b610f-10da-42ea-8a0b-fc85470d59f2	30	RSSSSSSSRSRS	MSSA:PVL-
028c4fd4-d60e-4b5d-8fd8-774c5daf77fe	72	SSSSSSSSRSSS	MSSA:PVL*
bc665119-a9aa-423c-b368-ef18ef2b8553	45	SSSSSSSSSSSS	MSSA:PVL-
6ad72fcb-7352-44e2-b519-00f137093187	20	SSSSSSSSRSSS	MSSA:PVL*
3f8bf015-a018-43d1-9c77-2bcbb0e3f6f1	5	SSSSSSSSRSSS	MSSA:PVL*
eab5aff3-e1c6-483b-a465-ac73a10f5981	72	SSSSSSSSRSSS	MSSA:PVL*
b7119f78-ff2e-4fef-a0ef-1ac1719528d8	8	SSSSSSSSRSSS	MSSA:PVL*
1f323ec3-d15e-4022-883b-2d9cf5e73b27	30	RSRSSSSSRRRS	MRSA:PVL-
5d916adb-6b5a-47d9-8e85-83da5767c192	30	SSSSSSSSRSSS	MSSA:PVL-
914c0e42-b602-4dc3-be70-c24951830d53	30	SSSSSSSSRSSS	MSSA:PVL-
d9678072-50cf-410b-b3b4-7dd39e177803	15	SSSSSSSSRSSS	MSSA:PVL*
e9549c47-326a-4e2d-b204-d7fa29eb86a9	30	SSSSSSSSRSSS	MSSA:PVL-
02d12b04-f6e7-4a7d-8efa-d58315d67b9b	5	SSSSSSSSRRRS	MRSA:PVL*
ea40c96b-5b51-4d7c-81d8-05c8787ac11f	30	RSSSSSSSRSRS	MSSA:PVL-
9b71d10b-441c-4596-9f8a-d86fa035fb02	5	RSSSSSSSRSRS	MSSA:PVL*
68cc7118-b595-4e21-9712-80cb1a0059f8	51	SSSSSSSSRSSS	MSSA:PVL*
2fb63c80-192b-4e6f-b20b-0c2b91ea4248	15	SSSSSSSSRSSS	MSSA:PVL*
ecba01d6-2d74-4f2d-86b1-b04cb27c268c	8	SSSSSSSSRSSS	MSSA:PVL*
b8209835-24a5-4021-af2e-a7d0b619e334	8	SSSSSSSSRRSS	MRSA:PVL+
111cbbde-46bd-4b38-aaa2-ecc429143b20	30	SSSSSSSSRSSS	MSSA:PVL-
c5a74199-88e9-4cc1-920e-5158d202eb7a	8	SSRSSSSSRRRS	MRSA:PVL+
4aa8fc24-7bc7-4e1b-8f16-831dd7bcc619	72	SSSSSSSSRSSS	MSSA:PVL*
99718b6d-963f-451d-ad0f-918aa48b9de4	30	SSSSSSSSRSSS	MSSA:PVL-
32d20d76-ef2c-4552-90b4-fca331cb9aea	8	SSSSSSSSRRSS	MRSA:PVL+
48c98870-a90a-4eaa-ad00-15717fb41aef	12	SSSSSSSSSSSS	MSSA:PVL*
6f8f690f-5eea-4346-ba58-5c468ed5d688	22	SSSSSSSSSSSS	MSSA:PVL-
df71e100-3b6f-4977-b69c-f3db3a3ca3d7	8	RSRSRRSSRRRS	MRSA:PVL+
23fe62b6-aec4-4a33-8bb6-31997828e39c	97	SSSSSSSSSSSS	MSSA:PVL*
ed007efc-3879-4b9c-8545-cf203c205519	1150	SSSSSSSSSSSS	MSSA:PVL*
75eb30f3-c09e-4367-a1aa-f4924a9a203e	22	SSSSSSSSSSSS	MSSA:PVL-
e4415f11-bf03-48b4-85af-0aa4f2ddbc8d	45	SSSSSSSSRSSS	MSSA:PVL-
9649b858-b174-4e7e-89e5-6855c2555492	1	RSSSRSSSSSRS	MSSA:PVL*
ff3fb38f-00fa-446f-a2bd-7f4abe821697	8	SSRSSRSSRSSS	MSSA:PVL+
8c91a7d9-52a8-451c-8793-88a03c4e6237	45	SSSSSSSSSSSS	MSSA:PVL-
29431c0b-bca2-4ce9-9b41-efd43c427ceb	30	SSSSSSSSRSSS	MSSA:PVL-
7593a313-8844-4c16-a93f-4564b5c52368	15	SSSSSSSSRSSS	MSSA:PVL*
8b6d676e-3474-488d-b030-53487965a6ba	5	SSSSSSSSRSSS	MSSA:PVL*
1bcdaee5-dcea-43d9-99b4-e9f286a4f58a	291	SSSSSSSSRSSS	MSSA:PVL*
af7b99b6-c154-4761-aaa5-7adaaf9e5058	8	SSSSSSSSRRRS	MRSA:PVL+
0829825b-49ec-4f24-af64-adc2cf565d90	8	SSRSSSSSRRRS	MRSA:PVL*
fcecfb1d-f0ba-4186-9d62-d782efb4090e	1181	SSSSRSSSRSSS	MSSA:PVL*
31117715-17fb-478b-b7bd-e2f478971b92	72	SSSSSSSSRSSS	MSSA:PVL*
6d6b9e05-d12b-4283-a0c2-c3d141df7e5b	72	SSSSSSSSRSSS	MSSA:PVL*
c8abf2de-0fed-43d0-8fac-7127c9b22b37	15	SSSSSSSSRSSS	MSSA:PVL*
f3dfa193-7f26-4850-ba05-34ebaa825e14	5	RSRSSSSSRRRS	MRSA:PVL*
c51d4c18-2f27-4e52-bec2-8ca56a8c1412	977	RSSSSSSSRSRS	MSSA:PVL-
bf3ce193-548b-4b33-84cf-57984899e896	30	RSSSSSSSRSRS	MSSA:PVL-
2d602a20-8595-4813-a855-b746ed34247d	5	SSSSSSSSRSSS	MSSA:PVL*
d462dd03-1306-4996-bc8d-7fd744ee5933	34	SSSSSSSSRSSS	MSSA:PVL-
888ba68e-bf45-4769-8761-5bafddf3fda7	22	RSRSSSSSRRRS	MRSA:PVL-
5c2fe388-a283-4058-b7fa-148dea720ed3	15	SSSSSSSSRSSS	MSSA:PVL*
bd6b6ecb-7f42-4bcc-8172-bf2ab50fde18	22	SSRSSSSRRRSS	MRSA:PVL-
0900fbc6-2189-4c64-b3aa-c18ad9b6c4fc	88	SSSSSSSSSSSS	MSSA:PVL*
663fdeea-6603-4fde-a624-19cf7e7339c8	22	RSRSSSSSRRRS	MRSA:PVL-
4237f9e4-2b6d-4177-9ba7-5928aef5e265	22	SSRSSSSSRRSS	MRSA:PVL-
b30f572c-a5ad-4af7-916a-ae61b6b027d0	22	SSRSSSSSRRSS	MRSA:PVL-
b01ad7ea-137e-44b1-bde8-0552cb25015f	30	SSSSSSSSRSSS	MSSA:PVL-
8d0c2a65-23d9-4441-9393-903dd3c4109a	1181	SSSSRSSSRSSS	MSSA:PVL*
190c44fe-a4d1-4fd4-be18-cd5d339ae5ed	72	SSSSSSSSRSSS	MSSA:PVL*
6467624e-343d-4345-96d6-19ef71ad9fdf	72	SSSSSSSSRSSS	MSSA:PVL*
0cee3b6b-9346-4f4d-965a-4da32c5d2ae0	22	SSRSSSSRRRSS	MRSA:PVL-
3a116e4a-ca2d-42fc-97ff-e42fa2f680e3	15	SSSSSSSSRSSS	MSSA:PVL*
d6c5ba2a-926a-4f8d-b4a0-812a22ba65ec	22	SSRSSSSSRRSS	MRSA:PVL-
8822913c-3883-4849-afc7-014a86e5ca44	22	SSRSSSSRRRSS	MRSA:PVL-
b5bebc19-bc62-4d15-b79e-36e58fc7a0f6	22	RSRSSSSSRRRS	MRSA:PVL-
b585fe53-7a9c-448a-9e29-993aae8678c9	22	RSRSSSSSRRRS	MRSA:PVL-
3e7e8f97-0574-4049-9fc8-d0791fad20c5	188	SSSSSSSSRSSR	MSSA:PVL*
a1bf2bd6-8449-41e1-ba95-b3a43e328823	5	RSRSSSSSRRRS	MRSA:PVL*
1de01330-394f-4b4c-863c-5ffcaa9dfa4b	109	RSSSSSSSRSRS	MSSA:PVL-
312b33cd-9f1e-420e-b3fc-410f20200ab7	22	RSRSSSSSRRRS	MRSA:PVL-
58554f70-6518-44d9-a87e-0cf91b7a353c	22	RSRSSSSSRRRS	MRSA:PVL-
22cd81a6-679f-4a04-aa43-91cc5488bfa6	5	SSSSSSSSRSSS	MSSA:PVL*
45f66228-9f80-4def-8dbe-7d699390f9d5	8	SSSSSSSSRSSS	MSSA:PVL*
46466142-a774-47a2-baa2-f2587ac6e33b	15	SSSSSSSSRSSS	MSSA:PVL*
f77e7218-ca17-4a31-bee1-04440a84e475	106	SSSSSSSSRSSS	MSSA:PVL*
975c7b89-5c54-4cac-bd42-5affaa79150c	22	SSRSSSSSRRSS	MRSA:PVL-
a105ad40-bf15-470e-857d-bba3e68967c0	22	SSRSSSSRRRSS	MRSA:PVL-
ec8a17a8-513a-4b6f-aaed-a58dc3244eb9	1150	SSSSSSSSSSSS	MSSA:PVL*
5df0248d-4895-4a36-8c05-d41bd300f018	22	SSRSSSSRRRSS	MRSA:PVL-
4dc3c16d-0f44-4d31-9346-7d4a718b718a	22	SSRSSSSRRRSS	MRSA:PVL-
5d3ddfd1-f45f-4bb0-81e5-2058d6913f2f	109	RSSSSSSSRSRS	MSSA:PVL-
1cacd104-2c7c-451e-af01-3b3705db4646	22	SSRSSSSRRRSS	MRSA:PVL-
0ba68ecd-66cd-43dc-a14c-13fdd645332b	15	SSSSSSSSRSSS	MSSA:PVL*
a5db7c0d-7584-4a74-8e8e-32cb320a0e2c	109	RSSSSSSSRSRS	MSSA:PVL-
4ed01d61-a5d7-4215-9c4f-0f67d1643ad2	22	RSRSSSSSRRRS	MRSA:PVL-
b407c9ed-c2ce-4fc3-ad84-bf0168618342	22	SSRSSSSRRRSS	MRSA:PVL-
69e2bb82-4178-49e9-8ebb-4bf479c6f22d	22	RSRSSSSSRRRS	MRSA:PVL-
4cafc0d4-a76e-4144-8060-42803c5df10d	22	SSRSSSSRRRSS	MRSA:PVL-
70c26306-8e51-47b9-ab96-cbe6658dee6d	1	SSSSSSSRRSSR	MSSA:PVL*
a5e4ba2a-9b2a-41c9-887f-5f6ed5c2b79e	22	SSRSSSSRRRSS	MRSA:PVL-
95cd5002-bdc0-4781-b400-91f452ea94cc	22	SSRSSSSRRRSS	MRSA:PVL-
2f55eecb-331d-4b96-8205-4d283c39bb65	22	RSRSSSSSRRRS	MRSA:PVL-
89111927-f8b9-437a-b10e-a29df00b6d1e	22	RSRSSSSSRRRS	MRSA:PVL-
590d559e-6cd7-47c0-a74e-6e4e220dde3a	22	SSRSSSSRRRSS	MRSA:PVL-
fe0f3d9e-f9bc-46c5-a6c0-35dd5a6d532a	22	SSRSSSSSRRSS	MRSA:PVL-
12634010-8b4b-49fc-8db0-63d969ab1d43	22	RSRSSSSSRRRS	MRSA:PVL-
030adc9a-8fe0-44ad-9fc0-a2f66a4d1e1f	22	RSRSSSSSRRRS	MRSA:PVL-
ae1abb5e-15f2-428f-a334-985af394c9e7	22	SSRSSSSRRRSS	MRSA:PVL-
63cfb38d-0839-46b9-8192-19525c333b63	22	SSRSSSSRRRSS	MRSA:PVL-
f3484ebe-4035-48aa-b383-99a27812b9d9	22	SSRSSSSSRRSS	MRSA:PVL-
c23fb324-e8e4-4c2b-a765-4140892ed1b9	22	RSRSSSSSRRRS	MRSA:PVL-
7bd20f33-705e-476d-aed9-ef4bb910a861	22	RSRSSSSSRRRS	MRSA:PVL-
7c5f2cc2-c22c-44f9-b9c5-21b41a16e877	22	SSRSSSSRRRSS	MRSA:PVL-
e8c4f394-ddb9-4b57-954d-c3ebe9ad0a47	22	RSRSSSSSRRRS	MRSA:PVL-
ee19fb12-8483-4800-a7e5-331853fe3c9c	22	SSRSSSSRRRSS	MRSA:PVL-
52304f66-b69a-48bb-9266-51d6b5549e8a	12	SSSSSSSSSSSS	MSSA:PVL*
19161d73-7ada-4fd5-b2aa-851df36b2414	291	SSSSSSSSRSSS	MSSA:PVL*
437dcf89-1237-48b1-9dea-bcb1b025f8fc	22	RSRSSSSSRRRS	MRSA:PVL-
21f1d55e-e5f3-402d-8520-6f15306ae39f	22	RSRSSSSSRRRS	MRSA:PVL-
a70ea761-59e2-4b8d-a028-28d3c7eea3a5	22	RSRSSSSSRRRS	MRSA:PVL-
71f78bb8-b954-4f2a-aa25-eed5048ed763	22	RSRSSSSSRRRS	MRSA:PVL-
eda20233-3fef-41e3-a36f-57b83afe0598	22	RSRSSSSSRRRS	MRSA:PVL-
929e9a78-5562-427c-9e9d-c6b7449b8e22	22	RSRSSSSSRRRS	MRSA:PVL-
1f9275c3-359b-4ade-afe1-6b4b0e1adeb0	22	SSRSSSSSRRSS	MRSA:PVL-
665e0d6b-1744-40ad-9a88-9cd44de8eeaf	22	RSRSSSSSRRRS	MRSA:PVL-
6426d5a8-9619-41ca-94d4-382fa24671e8	22	RSRSSSSSRRRS	MRSA:PVL-
f9b30bfe-d0b6-48d9-95cb-beda11198a66	8	RSRSRRSSRRRS	MRSA:PVL+
499d90e2-9691-4b56-a81b-75f4637aa838	8	RSSSSSSSRSRS	MSSA:PVL*
f41ecdc0-6db1-4f33-a3d1-c401c4c9425e	8	SSSSSSSSSSSS	MSSA:PVL*
dcbb3691-06df-4884-8664-34f29af50c82	22	SSRSSSSRRRSS	MRSA:PVL-
e16bcba0-fad1-4cbb-a79d-450a944344c0	22	SSRSSSSRRRSS	MRSA:PVL-
f6d379a7-e049-4889-b6e2-ff32ce2f9e16	22	SSRSSSSSRRSS	MRSA:PVL-
f3870faf-8df2-43c2-a271-8b5fec4f3f24	22	SSRSSSSSRRSS	MRSA:PVL-
2cdb8efa-f9b9-463c-9a93-bcffd4f1e634	15	SSSSSSSSRSSS	MSSA:PVL*
750cf4f1-9252-4252-ba6b-3c625bd82f00	8	SSRSSSSRRRSS	MRSA:PVL*
4c1a2341-f7fb-4b81-a890-ffb3f95edd56	22	SSRSSSSRRRSS	MRSA:PVL-
cbb1adea-3466-46bf-8b90-148e924acc3f	22	SSRSSSSSRRSS	MRSA:PVL-
3494120c-23a4-4dd5-92fb-d83a1d131e59	22	SSRSSSSRRRSS	MRSA:PVL-
ae4ed2e1-2db3-49d9-9707-5be7e6c9aa93	22	RSRSSSSSRRRS	MRSA:PVL-
d1a9e971-1200-4a70-8364-a00fb91d4f75	8	SSRSSSSRRRRS	MRSA:PVL*
5df8d950-8dec-49e9-8fbd-b6fddc200c60	22	SSRSSSSSRRSS	MRSA:PVL-
348ea36c-b443-40ae-89ce-5ae4c406c6c3	30	RSSSSSSSRSRS	MSSA:PVL-
7bd6d4a3-34f3-4bc0-bda1-731ce1428241	97	SSSSSSSSRSSS	MSSA:PVL*
6950c5d0-92b8-415b-bfaf-098ce1603b60	22	RSRSSSSSRRRS	MRSA:PVL-
a58af129-0bd3-47fd-99ec-205f94acb1ad	398	RSSSRSSSRSRS	MSSA:PVL-
fbb9e57d-8d95-41d4-963d-3f1b95f7cef7	45	RSSSSSSSRRRS	MRSA:PVL-
22902a8a-f02b-40fa-a3b1-bf34d2808247	8	SSSSSSSSRRSS	MRSA:PVL+
f630af82-6013-4dba-a7a5-2c487910dc93	8	SSSSSSSSRSSS	MSSA:PVL*
6fa53d5c-60d5-469e-930b-134ffe6fd611	22	RSRSSSSSRRRS	MRSA:PVL-
5ddc312e-a5ca-4859-a25b-784f71bb0917	72	SSSSSSSSRSSS	MSSA:PVL*
97b37662-80dc-4ce2-9434-50064074c2d2	15	SSSSSSSSRSSS	MSSA:PVL*
db7d7677-d963-4304-91d8-68b60e02bfac	22	RSRSSSSSRRRS	MRSA:PVL-
d0136ec3-928d-4347-9b6f-e3c728bc0c95	22	RSRSSSSSRRRS	MRSA:PVL-
9f5b0e7d-e638-4ca9-8713-0be75fc9c75d	15	SSSSSSSSRSSS	MSSA:PVL*
038dfd0a-14b9-45f3-972f-62e0f2f52c5b	22	SSRSSSSSRRSS	MRSA:PVL-
e8309fe7-d925-444b-8b56-2ff3cc398092	30	SSSSSSSSRSSS	MSSA:PVL-
ff38bd45-a835-4a38-8350-314e8e7cc794	5	RSRSSSSSRRRS	MRSA:PVL*
a4c54ee6-0913-4cf4-9fef-7b35cf2f1b59	188	SSRSSSSSSSSS	MSSA:PVL*
dc1d9053-8c96-479e-afac-660b86b66063	20	SSSSSSSSRSSS	MSSA:PVL*
42cfd8ae-4834-45d0-bb2c-19022b0fbe63	22	SSRSSSSSRRSS	MRSA:PVL-
bce066f2-e8b2-4fd3-b386-e44dfff5cc0a	1181	SSSSRSSSRSSS	MSSA:PVL*
1fc87bba-9381-475d-b94e-ea569c62de22	30	SSSSSSSSRSSS	MSSA:PVL-
658b7b42-8655-4b7a-b2a4-351667737e6c	15	SSSSSSSSRSSS	MSSA:PVL*
2d5899cb-6d6a-4655-8521-5a1ba618542e	1	RSSSRSSSRSRS	MSSA:PVL*
1e83e8d2-eda0-4826-b99d-91d377bea828	72	SSSSSSSSRSSS	MSSA:PVL*
c0909fdf-12fa-443c-9009-c95c710a3a31	22	RSRSSSSSRRRS	MRSA:PVL-
69648595-8f08-4325-9548-38954521a7a3	22	SSRSSSSRRRSS	MRSA:PVL-
5819dec9-ff02-457c-b5f8-0cc7e323010d	5	SSSSSSSSRSSS	MSSA:PVL*
6891a48b-7de1-460d-8c47-550ce3fd95c7	59	RSSSSSSSRSRS	MSSA:PVL-
c23c5393-1d1c-4f1e-9ba7-f5c1be7fab9e	87	SSSSSSSSSSSS	MSSA:PVL-
fd7a61dd-892e-4f76-a372-ce9a00cb71df	8	SSSSSSSSRSRS	MSSA:PVL+
bf6ded7e-c8c5-4adb-a3a2-9f2abf7e923d	8	RSSSSRSSRRRS	MRSA:PVL+
6b500180-11c0-4f09-b88b-4e6baa7f70c1	30	RSSSSSSSRSRS	MSSA:PVL-
837bc7bb-bfd5-4f18-81cb-1cae14d72777	22	SSRSSSSRRRSS	MRSA:PVL-
daffc6a2-a0f8-4db6-8928-a9bbe0c1bba6	22	RSRSSSSSRRRS	MRSA:PVL-
f7d7241a-b2d2-40a9-993a-9cc91cd065d7	8	SSSSSSSSSSSS	MSSA:PVL*
866ff128-9f54-40a4-8e87-635d9ce7baf0	22	SSRSSSSSRRSS	MRSA:PVL-
c9eee466-9c1e-4e37-8597-a5201f8f1276	22	SSRSSSSRRRSS	MRSA:PVL-
a5ab5977-4088-479b-8c82-07f790359964	15	RSSSRSSSRSRS	MSSA:PVL*
e1091918-5d19-4f1c-a6d7-d5fd20bd1767	22	RSRSSSSSRRRS	MRSA:PVL-
e9187ebf-5b02-4f8c-8672-05980a03d535	22	SSRSSSSRRRSS	MRSA:PVL-
f2784318-2659-4a45-b41e-607353e96112	34	SSSSSSSSRSSS	MSSA:PVL-
988c122c-c640-48da-b04e-cc25c93e2738	22	SSRSSSSRRRSS	MRSA:PVL-
e2553895-5f2d-4b9d-92ed-ea4488ca88ee	72	SSSSSSSSRSSS	MSSA:PVL*
538b246f-9063-4e29-88e2-1825a844620b	1150	SSSSSSSSSSSS	MSSA:PVL*
72febe5d-fb46-477e-a610-4524758fb5b2	59	SSSSSSSSSSSS	MSSA:PVL-
